0	1	65792	65702
0	1	65738	65700
0	1	65727	65655
0	1	65673	65565
0	1	65627	65533
0	1	65662	65563
0	1	65682	65644
0	1	65690	65646
0	1	65676	65656
0	1	65682	65641
0	1	65700	65659
0	1	65677	65637
0	1	65704	65651
0	1	65700	65670
0	1	65709	65682
0	1	65702	65642
0	1	65677	65615
0	1	65659	65615
0	1	65632	65583
0	1	65655	65597
0	1	65654	65628
0	1	65652	65628
0	1	65656	65642
0	1	65673	65641
0	1	65673	65644
0	1	65673	65644
0	1	65677	65642
0	1	65661	65633
0	1	65654	65617
0	1	65646	65613
0	1	65643	65627
0	1	65642	65625
0	1	65668	65625
0	1	65675	65610
0	1	65623	65585
0	1	65621	65577
0	1	65642	65601
0	1	65617	65583
0	1	65624	65596
0	1	65641	65613
0	1	65657	65618
0	1	65645	65618
0	1	65640	65626
0	1	65639	65614
0	1	65643	65612
0	1	65657	65635
0	1	65664	65640
0	1	65671	65660
0	1	65671	65661
0	1	65684	65662
0	1	65693	65676
0	1	65693	65667
0	1	65687	65643
0	1	65672	65648
0	1	65660	65614
0	1	65638	65610
0	1	65657	65632
0	1	65662	65649
0	1	65668	65653
0	1	65677	65655
0	1	65678	65650
0	1	65667	65587
0	1	65615	65596
0	1	65628	65608
0	1	65627	65594
0	1	65605	65593
0	1	65616	65588
0	1	65608	65573
0	1	65590	65575
0	1	65590	65561
0	1	65576	65545
0	1	65572	65537
0	1	65573	65558
0	1	65579	65556
0	1	65566	65523
0	1	65564	65526
0	1	65558	65537
0	1	65568	65543
0	1	65552	65529
0	1	65542	65494
0	1	65534	65494
0	1	65535	65476
0	1	65548	65525
0	1	65552	65533
0	1	65559	65540
0	1	65579	65541
0	1	65590	65570
0	1	65600	65572
0	1	65600	65584
0	1	65608	65587
0	1	65617	65594
0	1	65624	65610
0	1	65625	65608
0	1	65626	65607
0	1	65610	65600
0	1	65608	65591
0	1	65627	65603
0	1	65638	65620
0	1	65650	65635
0	1	65639	65618
0	1	65631	65614
0	1	65627	65610
0	1	65613	65600
0	1	65616	65601
0	1	65629	65612
0	1	65630	65605
0	1	65644	65605
0	1	65672	65625
0	1	65651	65611
0	1	65636	65608
0	1	65640	65626
0	1	65652	65631
0	1	65658	65638
0	1	65649	65630
0	1	65642	65620
0	1	65644	65617
0	1	65650	65629
0	1	65649	65632
0	1	65654	65602
0	1	65618	65605
0	1	65619	65600
0	1	65617	65602
0	1	65610	65601
0	1	65620	65600
0	1	65612	65575
0	1	65612	65581
0	1	65620	65589
0	1	65630	65611
0	1	65650	65609
0	1	65637	65613
0	1	65687	65627
0	1	65689	65671
0	1	65691	65679
0	1	65696	65678
0	1	65698	65687
0	1	65698	65682
0	1	65692	65681
0	1	65695	65681
0	1	65696	65680
0	1	65682	65655
0	1	65691	65671
0	1	65689	65668
0	1	65683	65640
0	1	65652	65641
0	1	65655	65643
0	1	65666	65647
0	1	65673	65658
0	1	65675	65664
0	1	65681	65670
0	1	65680	65663
0	1	65674	65636
0	1	65657	65630
0	1	65662	65640
0	1	65690	65649
0	1	65690	65670
0	1	65679	65666
0	1	65679	65667
0	1	65683	65666
0	1	65683	65667
0	1	65683	65667
0	1	65676	65666
0	1	65678	65668
0	1	65680	65664
0	1	65666	65651
0	1	65678	65654
0	1	65676	65654
0	1	65665	65647
0	1	65670	65651
0	1	65670	65649
0	1	65664	65645
0	1	65658	65635
0	1	65644	65626
0	1	65645	65630
0	1	65639	65621
0	1	65635	65623
0	1	65648	65628
0	1	65651	65642
0	1	65648	65640
0	1	65643	65640
0	1	65652	65640
0	1	65670	65649
0	1	65678	65659
0	1	65669	65651
0	1	65668	65650
0	1	65664	65651
0	1	65657	65644
0	1	65668	65647
0	1	65664	65646
0	1	65656	65631
0	1	65654	65640
0	1	65654	65629
0	1	65649	65625
0	1	65647	65629
0	1	65639	65625
0	1	65637	65628
0	1	65642	65623
0	1	65630	65618
0	1	65639	65620
0	1	65639	65624
0	1	65639	65618
0	1	65657	65634
0	1	65656	65647
0	1	65660	65648
0	1	65665	65652
0	1	65664	65651
0	1	65668	65655
0	1	65674	65659
0	1	65670	65658
0	1	65668	65656
0	1	65671	65656
0	1	65666	65640
0	1	65661	65644
0	1	65679	65658
0	1	65685	65675
0	1	65687	65670
0	1	65685	65676
0	1	65686	65676
0	1	65682	65672
0	1	65683	65662
0	1	65670	65627
0	1	65639	65590
0	1	65610	65583
0	1	65592	65547
0	1	65578	65537
0	1	65599	65569
0	1	65587	65565
0	1	65593	65573
0	1	65599	65576
0	1	65595	65562
0	1	65597	65574
0	2	65574	65543
0	2	65573	65546
0	2	65567	65547
0	2	65553	65540
0	2	65542	65513
0	2	65543	65520
0	2	65544	65525
0	2	65548	65535
0	2	65543	65520
0	2	65537	65522
0	2	65538	65515
0	2	65534	65516
0	2	65530	65437
0	2	65464	65426
0	2	65465	65450
0	2	65483	65450
0	2	65517	65481
0	2	65499	65485
0	2	65495	65475
0	2	65479	65464
0	2	65474	65460
0	2	65484	65461
0	2	65494	65472
0	2	65487	65470
0	2	65492	65450
0	2	65464	65451
0	2	65465	65447
0	2	65451	65432
0	2	65447	65433
0	2	65436	65410
0	2	65428	65415
0	2	65436	65417
0	2	65442	65430
0	2	65456	65434
0	2	65470	65452
0	2	65485	65444
0	2	65482	65455
0	2	65472	65454
0	2	65470	65460
0	2	65474	65460
0	2	65477	65469
0	2	65482	65470
0	2	65482	65470
0	2	65493	65476
0	2	65496	65479
0	2	65507	65477
0	2	65506	65478
0	2	65505	65495
0	2	65508	65482
0	2	65491	65476
0	2	65518	65485
0	2	65504	65460
0	2	65477	65447
0	2	65468	65456
0	2	65479	65459
0	2	65474	65440
0	2	65450	65429
0	2	65449	65427
0	2	65458	65434
0	2	65466	65436
0	2	65485	65451
0	2	65481	65447
0	2	65449	65410
0	2	65428	65371
0	2	65425	65414
0	2	65419	65320
0	2	65405	65365
0	2	65409	65390
0	2	65415	65377
0	2	65419	65403
0	2	65412	65371
0	2	65410	65374
0	2	65409	65388
0	2	65410	65385
0	2	65392	65383
0	2	65448	65390
0	2	65468	65433
0	2	65457	65413
0	2	65446	65413
0	2	65424	65385
0	2	65418	65367
0	2	65372	65342
0	2	65379	65334
0	2	65378	65348
0	2	65368	65350
0	2	65381	65346
0	2	65378	65337
0	2	65338	65322
0	2	65334	65314
0	2	65345	65303
0	2	65352	65335
0	2	65389	65339
0	2	65400	65360
0	2	65394	65378
0	2	65410	65385
0	2	65426	65389
0	2	65425	65383
0	2	65394	65375
0	2	65407	65384
0	2	65411	65387
0	2	65413	65392
0	2	65406	65366
0	2	65387	65366
0	2	65373	65360
0	2	65369	65353
0	2	65398	65357
0	2	65400	65378
0	2	65380	65351
0	2	65363	65345
0	2	65362	65320
0	2	65338	65271
0	2	65339	65321
0	2	65376	65325
0	2	65357	65308
0	2	65342	65310
0	2	65321	65248
0	2	65295	65260
0	2	65314	65293
0	2	65313	65282
0	2	65358	65308
0	2	65370	65342
0	2	65388	65354
0	2	65417	65382
0	2	65426	65402
0	2	65449	65416
0	2	65448	65424
0	2	65456	65432
0	2	65465	65420
0	2	65438	65409
0	2	65492	65431
0	2	65498	65474
0	2	65522	65484
0	2	65523	65491
0	2	65558	65493
0	2	65564	65525
0	2	65529	65490
0	2	65536	65501
0	2	65565	65527
0	2	65614	65552
0	2	65580	65544
0	2	65550	65509
0	2	65540	65493
0	2	65544	65499
0	2	65570	65527
0	2	65574	65526
0	2	65638	65508
0	2	65637	65597
0	2	65629	65574
0	2	65637	65589
0	2	65661	65622
0	2	65690	65630
0	2	65696	65646
0	2	65658	65632
0	2	65668	65637
0	2	65667	65626
0	2	65660	65633
0	2	65664	65622
0	2	65655	65632
0	2	65680	65646
0	2	65697	65661
0	2	65691	65665
0	2	65693	65657
0	2	65721	65655
0	2	65680	65640
0	2	65688	65652
0	2	65687	65658
0	2	65687	65651
0	2	65678	65654
0	2	65676	65610
0	2	65639	65615
0	2	65647	65621
0	2	65640	65594
0	2	65600	65577
0	2	65607	65573
0	2	65617	65593
0	2	65613	65594
0	2	65606	65591
0	2	65606	65575
0	2	65592	65572
0	2	65601	65575
0	2	65624	65597
0	2	65630	65576
0	2	65608	65578
0	2	65610	65568
0	2	65610	65570
0	2	65599	65544
0	2	65554	65526
0	2	65563	65538
0	2	65557	65534
0	2	65563	65529
0	2	65572	65531
0	2	65557	65531
0	2	65574	65542
0	2	65621	65557
0	2	65628	65587
0	2	65597	65538
0	2	65572	65541
0	2	65581	65556
0	2	65578	65558
0	2	65571	65556
0	2	65571	65553
0	2	65596	65566
0	2	65624	65584
0	2	65627	65600
0	2	65627	65608
0	2	65645	65610
0	2	65639	65623
0	2	65654	65627
0	2	65659	65632
0	2	65641	65611
0	2	65626	65604
0	2	65610	65589
0	2	65614	65568
0	2	65590	65546
0	2	65565	65542
0	2	65558	65535
0	2	65560	65538
0	2	65542	65510
0	2	65538	65511
0	2	65544	65523
0	2	65555	65496
0	2	65500	65431
0	2	65487	65461
0	2	65508	65475
0	2	65499	65479
0	2	65499	65454
0	2	65497	65469
0	2	65495	65467
0	2	65477	65454
0	2	65468	65450
0	2	65469	65436
0	2	65474	65452
0	2	65475	65441
0	2	65481	65448
0	2	65530	65463
0	2	65517	65491
0	2	65496	65462
0	2	65487	65462
0	2	65511	65432
0	2	65450	65409
0	2	65464	65430
0	2	65475	65452
0	2	65480	65466
0	2	65490	65457
0	2	65509	65460
0	2	65505	65477
0	2	65510	65476
0	2	65486	65442
0	2	65497	65451
0	2	65505	65470
0	2	65500	65455
0	2	65495	65461
0	2	65473	65444
0	2	65473	65433
0	2	65491	65455
0	2	65482	65436
0	2	65481	65444
0	2	65476	65438
0	2	65496	65441
0	2	65545	65487
0	2	65558	65494
0	2	65547	65480
0	2	65530	65506
0	2	65531	65506
0	2	65516	65500
0	2	65518	65493
0	2	65526	65505
0	2	65584	65520
0	2	65579	65552
0	2	65610	65569
0	3	65562	65535
0	3	65586	65558
0	3	65583	65564
0	3	65584	65568
0	3	65593	65569
0	3	65581	65565
0	3	65581	65546
0	3	65608	65569
0	3	65614	65595
0	3	65615	65564
0	3	65585	65550
0	3	65583	65567
0	3	65591	65572
0	3	65589	65570
0	3	65598	65572
0	3	65599	65570
0	3	65593	65575
0	3	65588	65570
0	3	65582	65562
0	3	65600	65568
0	3	65626	65598
0	3	65628	65603
0	3	65647	65602
0	3	65650	65635
0	3	65667	65641
0	3	65665	65648
0	3	65654	65616
0	3	65645	65620
0	3	65647	65631
0	3	65635	65623
0	3	65650	65636
0	3	65662	65641
0	3	65678	65654
0	3	65674	65658
0	3	65673	65656
0	3	65671	65654
0	3	65672	65641
0	3	65653	65641
0	3	65649	65638
0	3	65654	65642
0	3	65656	65644
0	3	65664	65652
0	3	65669	65640
0	3	65647	65637
0	3	65659	65642
0	3	65660	65644
0	3	65644	65634
0	3	65646	65633
0	3	65642	65633
0	3	65644	65632
0	3	65647	65609
0	3	65646	65625
0	3	65635	65616
0	3	65660	65617
0	3	65653	65643
0	3	65690	65647
0	3	65690	65670
0	3	65696	65677
0	3	65685	65671
0	3	65685	65665
0	3	65686	65673
0	3	65693	65683
0	3	65695	65676
0	3	65716	65685
0	3	65712	65694
0	3	65715	65675
0	3	65695	65682
0	3	65706	65692
0	3	65703	65673
0	3	65705	65673
0	3	65707	65663
0	3	65679	65605
0	3	65639	65619
0	3	65636	65625
0	3	65639	65611
0	3	65645	65618
0	3	65644	65614
